x,y
798,0.9481038623252029
799,2.2122423388877017
800,5.027823491231452
801,8.513781108418952
802,8.71489404296875
803,5.640739116231453
804,2.614468217793952
805,1.1971008349814518
806,1.704671582031251
807,3.3231519092002024
808,4.673481640625001
809,4.76924970703125
810,3.8498762695312507
811,2.81558115234375
812,2.4133552734375012
813,2.652775444356452
814,3.1986534179687514
815,3.457227202168953
816,3.0645781250000006
817,2.2026655273437505
818,1.2832920898437514
819,0.5363011718750013
820,0.03830722656249996
821,-0.29688100585937427
822,-0.46447512157998005
823,-0.4740519282206055
824,-0.4070142817362292
825,-0.4022258789062487
826,-0.6560112543924799
827,-1.1348515864237303
828,-1.6759411621093747
829,-2.1260510742187497
830,-2.45645090282998
831,-2.619256615720605
832,-2.6479870356424797
833,-2.57137258251748
834,-2.442085693359374
835,-2.1978771235331047
836,-1.9393033442362304
837,-1.6328455317362298
838,-1.369483349609375
839,-1.1635820063456048
840,-1.0534487304687499
841,-0.9864110839843736
842,-0.9193734374999991
843,-0.9097966308593737
844,-0.90021982421875
845,-0.8283937739237306
846,-0.8092401606424797
847,-0.8188169672831052
848,-0.8140285644531247
849,-0.8571241938456051
850,-0.8858546137674796
851,-0.933738646970605
852,-0.9816226801737304
853,-1.0247183105468736
854,-1.0007762934549795
855,-0.93852705078125
856,-0.7805097407206052
857,-0.5602431879862309
858,-0.36870705517372926
859,-0.22026655273437434
860,-0.13407529296874898
861,-0.07661445312499993
862,-0.08140285595498042
863,-0.14365209960937442
864,-0.2442085688456057
865,-0.3734954589843742
866,-0.526724365234374
867,-0.6799532714843739
868,-0.7517793207987307
869,-0.7900865473612306
870,-0.8236053710937501
871,-0.8810662109374992
872,-0.9624690668924796
873,-0.97683427734375
874,-1.0007762934549795
875,-0.972045873533105
876,-0.93852705078125
877,-0.9241618403299796
878,-0.9481038574218736
879,-1.010353100095605
880,-1.034295117187499
881,-1.0295067133768558
882,-0.9576806640624991
883,-0.9481038574218736
884,-0.9528922602518559
885,-0.9576806640624991
886,-0.9576806640624991
887,-1.010353100095605
888,-1.072602343749999
889,-1.1444283930643557
890,-1.1635820063456048
891,-1.1779472167968752
892,-1.1635820063456048
893,-1.2018892329081048
894,-1.2641384765624988
895,-1.3359645258768555
896,-1.388636962890624
897,-1.407790576171875
898,-1.4604630122049809
899,-1.503558642578124
900,-1.5131354492187494
901,-1.3982137695312495
902,-1.1683704101562498
903,-1.1923124262674794
904,-1.3982137695312495
905,-1.5945383051737299
906,-1.6998831782206043
907,-1.6328455317362298
908,-1.3263877192362301
909,-0.8619125976562501
910,-0.4261678950174801
911,0.02873042482520205
912,0.3064578125000015
913,0.42137949218750137
914,0.43095630373145255
915,0.4692635302939525
916,0.5650315967002015
917,0.766144531250001
918,0.9576806640625009
919,1.0534487304687499
920,1.0726023437500007
921,1.0630255420127028
922,0.9959878906250008
923,0.8906430224814521
924,0.7852981445312501
925,1.1109095703125007
926,3.2178070312500004
927,8.73404765625
928,11.951854687500001
929,8.71489404296875
930,4.481945507812501
931,2.9496564453125007
932,3.859453081075202
933,5.487510209981453
934,6.37815322265625
935,6.177040288106452
936,5.679046342793953
937,5.688623144531251
938,5.99508095703125
939,5.659892729512702
940,4.46279189453125
941,3.0071172851562515
942,1.905784526387702
943,1.1779472217002027
944,0.4884171435752016
945,-0.11013327587685495
946,-0.6655880610331053
947,-1.1300631835937498
948,-1.5322890624999985
949,-1.877054101562499
950,-2.0973206542968743
951,-2.2553379633768547
952,-2.3750480468749995
953,-2.4851813227518553
954,-2.6048914062499993
955,-2.7676971191406246
956,-2.9209260253906244
957,-3.0119056879862303
958,-2.9927520747049803
959,-2.925714428220605
960,-2.815581152343749
961,-2.6431986328124992
962,-2.4325088867187494
963,-2.2409727539062496
964,-2.025494604001855
965,-1.7908628417968746
966,-1.580173095703124
967,-1.369483349609375
968,-1.1731588129862303
969,-0.9911994868143559
970,-0.8762778071268542
971,-0.7996633540018543
972,-0.8283937739237306
973,-1.0007762934549795
974,-1.2114660395487302
975,-1.388636962890624
976,-1.4891934321268554
977,-1.465251416015624
978,-1.2689268793924793
979,-0.933738646970605
980,-0.5746083984374994
981,-0.2633621821268548
982,-0.052672436033105896
983,0.02873042482520205
984,-0.033518822751855026
985,-0.19153613281249982
986,-0.4357447016581055
987,-0.6655880610331053
988,-0.8331821777343738
989,-0.9528922602518559
990,-1.01514150390625
991,-1.034295117187499
992,-1.034295117187499
993,-1.0247183105468736
994,-1.0295067133768558
995,-1.048660326658105
996,-1.086967553220605
997,-1.1252747797831049
998,-1.1731588129862303
999,-1.2306196528299793
1000,-1.2593500727518556
1001,-1.2785036860331047
1002,-1.2785036860331047
1003,-1.2880804926737301
1004,-1.3215993164062496
1005,-1.3168109125956047
1006,-1.3120225097656242
1007,-1.292868896484375
1008,-1.2976572993143556
1009,-1.3168109125956047
1010,-1.3168109125956047
1011,-1.3168109125956047
1012,-1.331176123046875
1013,-1.3551181391581046
1014,-1.3599065429687496
1015,-1.3599065429687496
1016,-1.3742717524393555
1017,-1.331176123046875
1018,-1.2737152832031242
1019,-1.2162544433593752
1020,-1.1731588129862303
1021,-1.1444283930643557
1022,-1.0438719238281244
1023,-0.9193734374999991
1024,-0.7852981445312501
1025,-0.6607996582031248
1026,-0.54108957470498
1027,-0.36870705517372926
1028,-0.17717092236122944
1029,-0.019153613281249093
1030,0.10534487795020198
1031,0.23942017091895273
1032,0.3926490771689526
1033,0.5554547851562504
1034,0.6991068896689523
1035,0.7948749560752031
1036,0.8619125976562501
1037,0.8810662109375009
1038,0.842758984375001
1039,0.7565677295127031
1040,0.7374141162314523
1041,0.9959878906250008
1042,2.5091233398437502
1043,5.9855041552939525
1044,8.609549174825199
1045,8.762778081075199
1046,7.556100444356451
